,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,precision_weighted_mean,precision_weighted_std,recall_macro_mean,recall_macro_std,recall_weighted_mean,recall_weighted_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,criterion,max_depth,max_leaf_nodes,min_samples_split,splitter
0,0.6777353081700908,0.02139861880250767,0.6331198294143283,0.02024618620204404,0.6785838292085251,0.020723102998730866,0.6372235611879578,0.02508181694530172,0.6777353081700908,0.02139861880250767,0.6338613045400043,0.021858678932440992,0.6767892190544187,0.020391478235735415,gini,,,2,best
1,0.6641526175687666,0.021510122720985243,0.6179662646313138,0.019458798480163422,0.6654955048015503,0.019556708083303065,0.6215625959581759,0.022243349130464038,0.6641526175687666,0.021510122720985243,0.6184752657844776,0.0202440904290868,0.6634368604673198,0.020192914070164936,gini,,,2,random
2,0.7118456078083408,0.01739514090911018,0.6697567270121058,0.016650496934861606,0.7099125655404512,0.01765753330444315,0.6660030539600572,0.024731492535822183,0.7118456078083408,0.01739514090911018,0.666168085637189,0.020055962684103854,0.7093219946331287,0.01722792061858083,gini,,,50,best
3,0.689833458466999,0.02382785973140519,0.6465096188772848,0.021948438089529884,0.6843134169891191,0.023025258345235205,0.632303327388141,0.027730031232204258,0.689833458466999,0.02382785973140519,0.6363929236347007,0.02425404492020467,0.6849496128638026,0.02360531632183295,gini,,,50,random
4,0.7135519759743362,0.016722573439178344,0.6701854260151987,0.016828235287606165,0.7091107791091769,0.016492851313227253,0.6619284182512769,0.02161591115985666,0.7135519759743362,0.016722573439178344,0.6635821738727126,0.01892089112030189,0.7093824815879761,0.016367917516703523,gini,,,100,best
5,0.6821206743566992,0.012405977217671612,0.6347146647775532,0.022204557109213017,0.6725633706207012,0.01281887738541062,0.6196541904315367,0.014874593470124086,0.6821206743566992,0.012405977217671612,0.6215428750045637,0.016385899144236542,0.6736476805805324,0.012353258634252318,gini,,,100,random
6,0.6662343867312811,0.02863275613462992,0.5624829795967373,0.04682296295712049,0.6262079174522847,0.03471734651555761,0.5704425025413065,0.030768808102930527,0.6662343867312811,0.02863275613462992,0.5599494247056267,0.03444741850255313,0.6410077663279994,0.030370367793866957,gini,,20.0,2,best
7,0.48046208449935157,0.04989059564262959,0.3983503772814369,0.036064389452595824,0.45520901312704076,0.04424260892172013,0.4113767386364354,0.046268636810409214,0.48046208449935157,0.04989059564262959,0.3875224067735029,0.04522960185934464,0.44766035188869735,0.05007238695083639,gini,,20.0,2,random
8,0.6662343867312811,0.02863275613462992,0.5624829795967373,0.04682296295712049,0.6262079174522847,0.03471734651555761,0.5704425025413065,0.030768808102930527,0.6662343867312811,0.02863275613462992,0.5599494247056267,0.03444741850255313,0.6410077663279994,0.030370367793866957,gini,,20.0,50,best
9,0.45025936796123134,0.044234023033592806,0.38005935013206227,0.06139783669500365,0.43386942732386696,0.051155711470227336,0.390648989550477,0.012810642531850838,0.45025936796123134,0.044234023033592806,0.3491696464749935,0.022249963703830138,0.4127807980368792,0.039774072585782506,gini,,20.0,50,random
10,0.6662343867312811,0.02863275613462992,0.5624829795967373,0.04682296295712049,0.6262079174522847,0.03471734651555761,0.5704425025413065,0.030768808102930527,0.6662343867312811,0.02863275613462992,0.5599494247056267,0.03444741850255313,0.6410077663279994,0.030370367793866957,gini,,20.0,100,best
11,0.454166951061361,0.02488233525442978,0.37607585530932097,0.022098474752161354,0.4217046017486484,0.021367929154231368,0.38509009295721075,0.023357469271235116,0.454166951061361,0.02488233525442978,0.353795736900702,0.01739076286560135,0.4083842363136606,0.01585879093367549,gini,,20.0,100,random
12,0.7054637908675175,0.0263063481195194,0.6600341147385809,0.024789883066582457,0.7030147830745747,0.024814541677612618,0.6507795869382862,0.03323829925058817,0.7054637908675175,0.0263063481195194,0.6510267566313064,0.02827349290074793,0.7000974899012465,0.02588972989776038,gini,,50.0,2,best
13,0.4608217869087434,0.0407744305254202,0.45055861450993484,0.04276492364299179,0.46244720854272037,0.03892354201499441,0.4131724596881662,0.03961785217655,0.4608217869087434,0.0407744305254202,0.3957336152117919,0.037835540981701735,0.44070064434947775,0.04033707605462184,gini,,50.0,2,random
